task_id,model_name,seed,coverage_group,included_in_curated_run_eval_archive,rollout_version,batch_dir,batch_index,run_dir,run_results_path,eval_results_path,full_records,test_records,val_score,test_score
webarena,ministral-3-8b,4,main_final_seed_pool,True,gepa_seed4_best,generated/baseline_batches/20260514_selected_post_gepa_best_configs_corrected,7,results/webarena/ministral-3-8b_shopping_admin/rollouts/gepa_seed4_best_best_config,results/webarena/ministral-3-8b_shopping_admin/rollouts/gepa_seed4_best_best_config/run.json,results/webarena/ministral-3-8b_shopping_admin/rollouts/gepa_seed4_best_best_config/eval_results.yaml,150,90,0.03333333333333333,0.07777777777777778
webarena,qwen3-coder-30b-a3b,4,main_final_seed_pool,True,gepa_seed4_best,generated/baseline_batches/20260514_selected_post_gepa_best_configs_corrected,1,results/webarena/qwen3-coder-30b-a3b_shopping_admin/rollouts/gepa_seed4_best_best_config,results/webarena/qwen3-coder-30b-a3b_shopping_admin/rollouts/gepa_seed4_best_best_config/run.json,results/webarena/qwen3-coder-30b-a3b_shopping_admin/rollouts/gepa_seed4_best_best_config/eval_results.yaml,150,90,0.3333333333333333,0.2777777777777778
webarena,qwen3-coder-30b-a3b,5,main_final_seed_pool,True,gepa_seed5_best,generated/baseline_batches/20260502_post_full_resume,1,results/webarena/qwen3-coder-30b-a3b_shopping_admin/rollouts/gepa_seed5_best_best_config,results/webarena/qwen3-coder-30b-a3b_shopping_admin/rollouts/gepa_seed5_best_best_config/run.json,results/webarena/qwen3-coder-30b-a3b_shopping_admin/rollouts/gepa_seed5_best_best_config/eval_results.yaml,150,90,0.43333333333333335,0.24444444444444444
webarena,qwen3-coder-30b-a3b,6,main_final_seed_pool,True,gepa_seed6_best,generated/baseline_batches/20260506_post_gepa_from_20260505_091427,3,results/webarena/qwen3-coder-30b-a3b_shopping_admin/rollouts/gepa_seed6_best_best_config,results/webarena/qwen3-coder-30b-a3b_shopping_admin/rollouts/gepa_seed6_best_best_config/run.json,results/webarena/qwen3-coder-30b-a3b_shopping_admin/rollouts/gepa_seed6_best_best_config/eval_results.yaml,150,90,0.36666666666666664,0.14444444444444443
webtest,gemma-4-26b-a4b,0,main_final_seed_pool,True,gepa_seed0_best,generated/baseline_batches/20260511_post_gepa_from_20260509_101808,1,results/webtest/gemma-4-26b-a4b_static/rollouts/gepa_seed0_best_best_config,results/webtest/gemma-4-26b-a4b_static/rollouts/gepa_seed0_best_best_config/run.json,results/webtest/gemma-4-26b-a4b_static/rollouts/gepa_seed0_best_best_config/eval_results.yaml,300,180,0.7033333333333334,0.7846296296296296
webtest,gemma-4-26b-a4b,1,main_final_seed_pool,True,gepa_seed1_best,generated/baseline_batches/20260514_selected_post_gepa_best_configs_corrected,11,results/webtest/gemma-4-26b-a4b_static/rollouts/gepa_seed1_best_best_config,results/webtest/gemma-4-26b-a4b_static/rollouts/gepa_seed1_best_best_config/run.json,results/webtest/gemma-4-26b-a4b_static/rollouts/gepa_seed1_best_best_config/eval_results.yaml,300,180,0.35,0.31925925925925924
webtest,gemma-4-26b-a4b,2,main_final_seed_pool,True,gepa_seed2_best,generated/baseline_batches/20260521_post_gepa_from_20260519_121530,1,results/webtest/gemma-4-26b-a4b_static/rollouts/gepa_seed2_best_best_config,results/webtest/gemma-4-26b-a4b_static/rollouts/gepa_seed2_best_best_config/run.json,results/webtest/gemma-4-26b-a4b_static/rollouts/gepa_seed2_best_best_config/eval_results.yaml,300,180,0.9666666666666667,0.981111111111111
webtest,ministral-3-8b,4,main_final_seed_pool,True,gepa_seed4_best,generated/baseline_batches/20260502_post_full_resume,7,results/webtest/ministral-3-8b_static/rollouts/gepa_seed4_best_best_config,results/webtest/ministral-3-8b_static/rollouts/gepa_seed4_best_best_config/run.json,results/webtest/ministral-3-8b_static/rollouts/gepa_seed4_best_best_config/eval_results.yaml,300,180,0.045000000000000005,0.08898148148148148
webtest,ministral-3-8b,5,main_final_seed_pool,True,gepa_seed5_best,generated/baseline_batches/20260506_post_gepa_from_20260505_091427,8,results/webtest/ministral-3-8b_static/rollouts/gepa_seed5_best_best_config,results/webtest/ministral-3-8b_static/rollouts/gepa_seed5_best_best_config/run.json,results/webtest/ministral-3-8b_static/rollouts/gepa_seed5_best_best_config/eval_results.yaml,300,180,0.16185185185185183,0.22317610630110632
webtest,ministral-3-8b,6,main_final_seed_pool,True,gepa_seed6_best,generated/baseline_batches/20260514_selected_post_gepa_best_configs_corrected,6,results/webtest/ministral-3-8b_static/rollouts/gepa_seed6_best_best_config,results/webtest/ministral-3-8b_static/rollouts/gepa_seed6_best_best_config/run.json,results/webtest/ministral-3-8b_static/rollouts/gepa_seed6_best_best_config/eval_results.yaml,300,180,0.10694444444444445,0.1171448296667595
webtest,qwen3-coder-30b-a3b,8,main_final_seed_pool,True,gepa_seed8_best,generated/baseline_batches/20260514_selected_post_gepa_best_configs_corrected,0,results/webtest/qwen3-coder-30b-a3b_static/rollouts/gepa_seed8_best_best_config,results/webtest/qwen3-coder-30b-a3b_static/rollouts/gepa_seed8_best_best_config/run.json,results/webtest/qwen3-coder-30b-a3b_static/rollouts/gepa_seed8_best_best_config/eval_results.yaml,300,180,0.7856349206349207,0.9040773115773116
webtest,qwen3-coder-30b-a3b,9,main_final_seed_pool,True,gepa_seed9_best,generated/baseline_batches/20260502_post_full_resume,0,results/webtest/qwen3-coder-30b-a3b_static/rollouts/gepa_seed9_best_best_config,results/webtest/qwen3-coder-30b-a3b_static/rollouts/gepa_seed9_best_best_config/run.json,results/webtest/qwen3-coder-30b-a3b_static/rollouts/gepa_seed9_best_best_config/eval_results.yaml,300,180,0.8266666666666667,0.8394612794612795
webtest,qwen3-coder-30b-a3b,10,main_final_seed_pool,True,gepa_seed10_best,generated/baseline_batches/20260506_post_gepa_from_20260505_091427,1,results/webtest/qwen3-coder-30b-a3b_static/rollouts/gepa_seed10_best_best_config,results/webtest/qwen3-coder-30b-a3b_static/rollouts/gepa_seed10_best_best_config/run.json,results/webtest/qwen3-coder-30b-a3b_static/rollouts/gepa_seed10_best_best_config/eval_results.yaml,300,180,0.8966666666666666,0.9355555555555556
woocommerce_stock_alert_s2l,gemma-4-26b-a4b,0,main_final_seed_pool,True,gepa_seed0_best,generated/baseline_batches/20260511_post_gepa_from_20260509_101808,0,results/woocommerce_stock_alert_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed0_best_best_config,results/woocommerce_stock_alert_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed0_best_best_config/run.json,results/woocommerce_stock_alert_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed0_best_best_config/eval_results.yaml,300,180,0.0,0.1111111111111111
woocommerce_stock_alert_s2l,gemma-4-26b-a4b,1,main_final_seed_pool,True,gepa_seed1_best,generated/baseline_batches/20260514_selected_post_gepa_best_configs_corrected,10,results/woocommerce_stock_alert_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed1_best_best_config,results/woocommerce_stock_alert_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed1_best_best_config/run.json,results/woocommerce_stock_alert_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed1_best_best_config/eval_results.yaml,300,180,0.48333333333333334,0.4666666666666667
woocommerce_stock_alert_s2l,gemma-4-26b-a4b,2,main_final_seed_pool,True,gepa_seed2_best,generated/baseline_batches/20260521_post_gepa_from_20260519_121530,0,results/woocommerce_stock_alert_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed2_best_best_config,results/woocommerce_stock_alert_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed2_best_best_config/run.json,results/woocommerce_stock_alert_s2l/gemma-4-26b-a4b_default/rollouts/gepa_seed2_best_best_config/eval_results.yaml,300,180,0.6333333333333333,0.5888888888888889
woocommerce_stock_alert_s2l,ministral-3-8b,0,main_final_seed_pool,True,gepa_seed0_best,generated/baseline_batches/20260503_mixed_post_gepa_plus_baselines,0,results/woocommerce_stock_alert_s2l/ministral-3-8b_default/rollouts/gepa_seed0_best_best_config,results/woocommerce_stock_alert_s2l/ministral-3-8b_default/rollouts/gepa_seed0_best_best_config/run.json,results/woocommerce_stock_alert_s2l/ministral-3-8b_default/rollouts/gepa_seed0_best_best_config/eval_results.yaml,300,180,0.0,0.0
woocommerce_stock_alert_s2l,ministral-3-8b,1,main_final_seed_pool,True,gepa_seed1_best,generated/baseline_batches/20260506_post_gepa_from_20260505_091427,7,results/woocommerce_stock_alert_s2l/ministral-3-8b_default/rollouts/gepa_seed1_best_best_config,results/woocommerce_stock_alert_s2l/ministral-3-8b_default/rollouts/gepa_seed1_best_best_config/run.json,results/woocommerce_stock_alert_s2l/ministral-3-8b_default/rollouts/gepa_seed1_best_best_config/eval_results.yaml,300,180,0.0,0.0
woocommerce_stock_alert_s2l,ministral-3-8b,2,main_final_seed_pool,True,gepa_seed2_best,generated/baseline_batches/20260514_selected_post_gepa_best_configs_corrected,5,results/woocommerce_stock_alert_s2l/ministral-3-8b_default/rollouts/gepa_seed2_best_best_config,results/woocommerce_stock_alert_s2l/ministral-3-8b_default/rollouts/gepa_seed2_best_best_config/run.json,results/woocommerce_stock_alert_s2l/ministral-3-8b_default/rollouts/gepa_seed2_best_best_config/eval_results.yaml,300,180,0.0,0.0
woocommerce_stock_alert_s2l,qwen3-coder-30b-a3b,2,main_final_seed_pool,True,gepa_seed2_best,generated/baseline_batches/20260514_selected_post_gepa_best_configs_corrected,4,results/woocommerce_stock_alert_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed2_best_best_config,results/woocommerce_stock_alert_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed2_best_best_config/run.json,results/woocommerce_stock_alert_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed2_best_best_config/eval_results.yaml,300,180,1.0,0.9666666666666667
woocommerce_stock_alert_s2l,qwen3-coder-30b-a3b,5,main_final_seed_pool,True,gepa_seed5_best,generated/baseline_batches/20260502_post_full_resume,6,results/woocommerce_stock_alert_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed5_best_best_config,results/woocommerce_stock_alert_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed5_best_best_config/run.json,results/woocommerce_stock_alert_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed5_best_best_config/eval_results.yaml,300,180,0.7166666666666667,0.65
woocommerce_stock_alert_s2l,qwen3-coder-30b-a3b,6,main_final_seed_pool,True,gepa_seed6_best,generated/baseline_batches/20260506_post_gepa_from_20260505_091427,0,results/woocommerce_stock_alert_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed6_best_best_config,results/woocommerce_stock_alert_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed6_best_best_config/run.json,results/woocommerce_stock_alert_s2l/qwen3-coder-30b-a3b_default/rollouts/gepa_seed6_best_best_config/eval_results.yaml,300,180,0.5166666666666667,0.4444444444444444
